project_entity_id,country_iso3,year,canonical_title,member_count,source_count,sources,member_record_keys,match_basis,amount_policy
SRC-990FBD666D2FBB,GNQ,2015,"China Eximbank provides $236 million buyer’s credit loan for Djibloho Regulating Reservoir Project (Linked to Record ID#995, #62082, and #484)",1,1,aiddata,aiddata:62127,source_record,no_cross_source_amount_selected_or_summed
SRC-A697C7C0DC2620,GNQ,2015,China provides 42 Equatorial Guinean students with scholarships,1,1,aiddata,aiddata:63036,source_record,no_cross_source_amount_selected_or_summed
SRC-BEA3FAF4B28A07,GNQ,2015,China Road & Bridge donates school supplies to National School of Binton in Equatorial Guinea,1,1,aiddata,aiddata:62411,source_record,no_cross_source_amount_selected_or_summed
SRC-FA99E1A1AF1D07,GNQ,2015,ZTE funds construction of Equatorial Guinea’s first communications training institute in Oyala,1,1,aiddata,aiddata:52236,source_record,no_cross_source_amount_selected_or_summed
PM-00DFACF4110615,GNQ,2016,China Eximbank provides $290.3 million preferential buyer’s credit for Phase 2 of Bata City Power Grid Expansion Project (Linked to Record ID#2108),4,4,aiddata|cgef|cla|codf,aiddata:61221|cgef:GQ.024|cla:GQ.024|codf:GQ.024,human_confirmed,no_cross_source_amount_selected_or_summed
PM-9022A130C4E36E,GNQ,2016,Chinese Government dispatches 28th medical team to Bata General Hospital and Malabo Regional Hospital,2,2,aiddata|chapo,aiddata:62399|chapo:62399,direct_reference,no_cross_source_amount_selected_or_summed
PM-CBE1B17B6C894F,GNQ,2016,27th Chinese medical team donates medicine and medical equipment to Equatorial Guinea (Linked to Record ID#35432),2,2,aiddata|chapo,aiddata:62403|chapo:62403,direct_reference,no_cross_source_amount_selected_or_summed
SRC-3B2F59CADA6997,GNQ,2016,Chinese Government provides RMB 130 million grant for Oyala Vocational and Technical School Construction Project,1,1,aiddata,aiddata:52981,source_record,no_cross_source_amount_selected_or_summed
SRC-A2F052D842B677,GNQ,2016,China provides 45 Equatorial Guinean students with scholarships,1,1,aiddata,aiddata:63058,source_record,no_cross_source_amount_selected_or_summed
SRC-C8D09DE9534235,GNQ,2016,"Chinese Government provides RMB 43 million grant for 3.6MW Bicomo Hydroelectric Power Plant Rehabilitation Project (Linked to Record ID#72332, #101964)",1,1,aiddata,aiddata:62267,source_record,no_cross_source_amount_selected_or_summed
PM-04E81BFFB2D40A,GNQ,2017,"China donates 720,000 RMB worth of medical equipment to Equatorial Guinea",2,2,aiddata|chapo,aiddata:62401|chapo:62401,direct_reference,no_cross_source_amount_selected_or_summed
PM-417E7FC72B6FAF,GNQ,2017,Oyala (Djibloho) New Capital: Ministerial Buildings (10 Units),2,2,cla|codf,cla:GQ.004.07|codf:GQ.004.07,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-727FE16E8662AE,GNQ,2017,Oyala (Djibloho) New Capital: Social Housing (500 Units),2,2,cla|codf,cla:GQ.004.10|codf:GQ.004.10,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-8B7723D59CC018,GNQ,2017,Micomeseng-Bonkoro Road (88.6km),2,2,cla|codf,cla:GQ.004.08|codf:GQ.004.08,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-D8F76743E93970,GNQ,2017,Oyala (Djibloho) New Capital: Presidential Palace Administrative Buildings (1200 Units),2,2,cla|codf,cla:GQ.004.11|codf:GQ.004.11,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-00D279D4E7A3D8,GNQ,2017,China holds bamboo planting and processing training courses in Equatorial Guinea,1,1,aiddata,aiddata:62460,source_record,no_cross_source_amount_selected_or_summed
SRC-08B08E9DC7FCE2,GNQ,2017,China provides more than 50 Equatorial Guinean students with scholarships (2017-2018),1,1,aiddata,aiddata:63162,source_record,no_cross_source_amount_selected_or_summed
SRC-1CD81BD3982C75,GNQ,2017,China donates photovoltaic lighting equipment to Equatorial Youth Foundation,1,1,aiddata,aiddata:62475,source_record,no_cross_source_amount_selected_or_summed
SRC-5BE5FC1D9662FA,GNQ,2017,China Eximbank provides $261 million buyer’s credit loan for 88.6 km Micameseng-Bongora Road Reconstruction Project (Linked to Record ID#484),1,1,aiddata,aiddata:61151,source_record,no_cross_source_amount_selected_or_summed
SRC-68C206A94183A8,GNQ,2017,"China Eximbank provides $208.4 million buyer’s credit loan for New Capital of Oyala (Djibloho) Construction Project (Linked to Record ID#62125, #484)",1,1,aiddata,aiddata:62131,source_record,no_cross_source_amount_selected_or_summed
SRC-806F5066EC0444,GNQ,2017,"China and Equatorial Guinea sign ETCA committing 100 million yuan donation in July 2017 for buses, building maintenance, and defense",1,1,aiddata,aiddata:62279,source_record,no_cross_source_amount_selected_or_summed
SRC-A9583C626EE32C,GNQ,2017,China Eximbank provides $175.1 million buyer’s credit loan for Oyala 500 Housing Units Construction Project (Linked to Record ID#484),1,1,aiddata,aiddata:91831,source_record,no_cross_source_amount_selected_or_summed
PM-098BF8B7816A85,GNQ,2018,The 29th Chinese Medical Team to Equatorial Guinea donates 3000 RMB of medicine to the residents of Corisco Island (Linked to Record ID#88591 and #62283),2,2,aiddata|chapo,aiddata:88590|chapo:88590,direct_reference,no_cross_source_amount_selected_or_summed
PM-19669DAD1D06B0,GNQ,2018,"The Chinese 29th medical team conducted free medical clinics for the Ehoko village and its people (Linked to Record ID#62283,88587)",2,2,aiddata|chapo,aiddata:86713|chapo:86713,direct_reference,no_cross_source_amount_selected_or_summed
PM-3AD5347F2A2C74,GNQ,2018,The 29th Chinese Medical Team to Equatorial Guinea held a free medical clinic for the residents of Corisco Island (linked to Record ID#88590 and #62283),2,2,aiddata|chapo,aiddata:88591|chapo:88591,direct_reference,no_cross_source_amount_selected_or_summed
PM-3F39CEB5E068DD,GNQ,2018,"The 29th Chinese medical team offered free medical clinic at the Village of Bariobe, Bioko Norte (Linked to Record ID#62283,88588)",2,2,aiddata|chapo,aiddata:86721|chapo:86721,direct_reference,no_cross_source_amount_selected_or_summed
PM-71ED046545E036,GNQ,2018,"The Chinese 29th medical team donated 3000 RMB Ehoko village and its people in Equatorial Guinea (Linked to Record ID#62283, 86713)",2,2,aiddata|chapo,aiddata:88587|chapo:88587,direct_reference,no_cross_source_amount_selected_or_summed
PM-9B4406A9624031,GNQ,2018,"The 29th Chinese medical team donated 4200 RMB worth of medical supplies the Village of Bariobe, Bioko Norte (Linked to Record ID#62283,86721)",2,2,aiddata|chapo,aiddata:88588|chapo:88588,direct_reference,no_cross_source_amount_selected_or_summed
PM-A35F9E8EAF230F,GNQ,2018,"China sends 29th medical team to Equatorial Guinea (linked to Record ID#86713,86721,88587, 88591)",2,2,aiddata|chapo,aiddata:62283|chapo:62283,direct_reference,no_cross_source_amount_selected_or_summed
SRC-08EB84989ECC46,GNQ,2018,"China donates project materials for the 4th Phase of the China Malabo Television Center Technical Assistance Project (Linked to Record ID#62272,62637,476)",1,1,aiddata,aiddata:88562,source_record,no_cross_source_amount_selected_or_summed
SRC-0B1404AAA7A47D,GNQ,2018,ICBC provides $314 million loan for 101 km Eastern Corridor Extension Project and the 51 km Continental Region Coastal Highway Project,1,1,aiddata,aiddata:107612,source_record,no_cross_source_amount_selected_or_summed
SRC-4D4255B17E5B40,GNQ,2018,The Chinese Embassy at Equatorial Guinea grants 'The 2018 Chinese Ambassador Award' to students at the Confucius Institute in Equatorial Guinea (2018-2019),1,1,aiddata,aiddata:86557,source_record,no_cross_source_amount_selected_or_summed
SRC-4D7088A24A2970,GNQ,2018,"Chinese Government funds Phase 1 of the 3.6MW Bicomo Hydroelectric Power Plant Maintenance Project (Linked to Record ID#62267, #101964)",1,1,aiddata,aiddata:72332,source_record,no_cross_source_amount_selected_or_summed
SRC-827387D5A8BE05,GNQ,2018,Chinese Government provides RMB 13.3 million grant for Ministry of Foreign Affairs Office Building Maintenance Project (Linked to Record ID#32448 and ID#62476),1,1,aiddata,aiddata:95531,source_record,no_cross_source_amount_selected_or_summed
SRC-9054B3DE4AE70F,GNQ,2018,China provides embroidery and bamboo knitting training class in Equatorial Guinea (Linked to Record ID#62272),1,1,aiddata,aiddata:62269,source_record,no_cross_source_amount_selected_or_summed
SRC-A6935035C11B5D,GNQ,2018,China FAW donates 26 Hongqi H7 sedans to the Government of Equatorial Guinea,1,1,aiddata,aiddata:86985,source_record,no_cross_source_amount_selected_or_summed
SRC-B94B519706FC79,GNQ,2018,Chinese Embassy donates Malabo Friendship Square to Equatorial Guinea,1,1,aiddata,aiddata:63177,source_record,no_cross_source_amount_selected_or_summed
SRC-D08605BFD1C3D8,GNQ,2018,"China trains technicians as part of the 4th Phase of the China Malabo Television Center Technical Assistance Project (Linked to Record ID#62272, 88562, #476)",1,1,aiddata,aiddata:62637,source_record,no_cross_source_amount_selected_or_summed
SRC-D8FDB6A73FA6D4,GNQ,2018,Chinese Embassy donates materials to Committee for support of the Equatoguinean Child (CANIGE) in Equatorial Guinea,1,1,aiddata,aiddata:62644,source_record,no_cross_source_amount_selected_or_summed
SRC-E60D3556767126,GNQ,2018,The Chinese Embassy at Equatorial Guinea donates wheelchairs and other supplies to the National Association of People with Disabilities (ASONAMI),1,1,aiddata,aiddata:86156,source_record,no_cross_source_amount_selected_or_summed
SRC-EC4353A625148C,GNQ,2018,The Chinese Embassy at Equatorial Guinea donates supplies to Equatorial Guinea Basketball Association,1,1,aiddata,aiddata:86665,source_record,no_cross_source_amount_selected_or_summed
SRC-EF7ED55C6FF52B,GNQ,2018,China provides over 50 Chinese Government Scholarships to students in Equatorial Guinea in 2018,1,1,aiddata,aiddata:86603,source_record,no_cross_source_amount_selected_or_summed
PM-2F18D5A02B377B,GNQ,2019,"High Voltage Electricity Network, Extension and Maintenance",3,3,cgef|cla|codf,cgef:GQ.027.03|cla:GQ.027.03|codf:GQ.027.03,human_confirmed,no_cross_source_amount_selected_or_summed
PM-65097E18514F7C,GNQ,2019,"China donates 624,000 RMB worth of medicine and medical equipment to Equatorial Guinea's Malabo Regional Hospital (Linked to Record ID#62283)",2,2,aiddata|chapo,aiddata:62404|chapo:62404,direct_reference,no_cross_source_amount_selected_or_summed
PM-AD4D1C7606C818,GNQ,2019,Malabo Urban Water Supply Project,2,2,cla|codf,cla:GQ.031|codf:GQ.031,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-AFFB6A8076D8F6,GNQ,2019,Malabo University Campus,2,2,cla|codf,cla:GQ.040|codf:GQ.040,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-BC1C68EF3319F4,GNQ,2019,CDB provides $12.3 million loan for 110kv Akpoga Electricity Infrastructure Project (Linked to Record ID#62258),3,3,aiddata|cgef|cla,aiddata:87016|cgef:GQ.027.02|cla:GQ.027.02,human_confirmed,no_cross_source_amount_selected_or_summed
PM-D219F04F1F45AF,GNQ,2019,Chinese Government provides grant for China-Equatorial Guinea Friendship Hospital Construction Project,2,2,aiddata|chapo,aiddata:87059|chapo:87059,direct_reference,no_cross_source_amount_selected_or_summed
PM-E42CA3E9FEB07D,GNQ,2019,China sends 30th medical team to Equatorial Guinea,2,2,aiddata|chapo,aiddata:62400|chapo:62400,direct_reference,no_cross_source_amount_selected_or_summed
SRC-05D56F15041F57,GNQ,2019,China Eximbank provides EUR 138.9 million buyer’s credit loan for Bata University Campus Construction Project,1,1,aiddata,aiddata:61538,source_record,no_cross_source_amount_selected_or_summed
SRC-0792313DCCB810,GNQ,2019,Chinese Embassy donates guide sticks to National Organization of the Blind of Equatorial Guinea (ONCIGE),1,1,aiddata,aiddata:63184,source_record,no_cross_source_amount_selected_or_summed
SRC-652A7FB199A7C0,GNQ,2019,Chinese Government provides $40 million grant for Dumasi-Niefang Agricultural Demonstration Farm Technical Cooperation Project (linked to Record ID #s #62447 and #106115),1,1,aiddata,aiddata:95530,source_record,no_cross_source_amount_selected_or_summed
SRC-88ACBE25BE2E5E,GNQ,2019,CRBC provides $114.5 million loan to help Government of Equatorial Guinea clear payment arrears under 13 construction contracts,1,1,aiddata,aiddata:107613,source_record,no_cross_source_amount_selected_or_summed
SRC-A0B271EE549E96,GNQ,2019,China Eximbank provides RMB 2.564 billion government concessional loan for Malabo City Water Supply Project,1,1,aiddata,aiddata:86196,source_record,no_cross_source_amount_selected_or_summed
SRC-A313A53F6B2E0E,GNQ,2019,China provides Chinese government scholarships and training to about 40 Equatorial Guinea students in 2019,1,1,aiddata,aiddata:88584,source_record,no_cross_source_amount_selected_or_summed
SRC-BF864B240DF171,GNQ,2019,CDB provides EUR 200 million loan to BANGE for SME on-lending purposes,1,1,aiddata,aiddata:105653,source_record,no_cross_source_amount_selected_or_summed
SRC-DC6E4839D385E1,GNQ,2019,Chinese Government provides RMB 50 million interest-free loan — via ETCA — for unspecified purpose,1,1,aiddata,aiddata:91975,source_record,no_cross_source_amount_selected_or_summed
SRC-EE8884C3D79D92,GNQ,2019,China Construction Bank provides $70.3 million loan for Video Surveillance Project,1,1,aiddata,aiddata:91780,source_record,no_cross_source_amount_selected_or_summed
SRC-F67DA14F7446DF,GNQ,2019,CDB provides $83.3 million loan for High Voltage Electrical Network Expansion and Maintenance Project (Linked to Record ID#62258),1,1,aiddata,aiddata:87017,source_record,no_cross_source_amount_selected_or_summed
PM-098B2D94FA6C0D,GNQ,2020,Chinese Government donates anti-epidemic materials to Equatorial Guinea in April 2020 (linked to Record ID#92784),2,2,aiddata|chapo,aiddata:92785|chapo:92785,direct_reference,no_cross_source_amount_selected_or_summed
PM-119EAA8C401A75,GNQ,2020,Chinese Government donates anti-epidemic materials to the Ministry of National Security for Equatorial Guinea,2,2,aiddata|chapo,aiddata:92801|chapo:92801,direct_reference,no_cross_source_amount_selected_or_summed
PM-56217F5F5312D3,GNQ,2020,China donates COVID-19 anti-epidemic supplies to the Equatorial Guinea Ministry of Education,2,2,aiddata|chapo,aiddata:94536|chapo:94536,direct_reference,no_cross_source_amount_selected_or_summed
PM-684047408662A7,GNQ,2020,"China State Construction Engineering Corporation (CSEC) donates 6,000 surgical masks to Government of Equatorial Guinea",2,2,aiddata|chapo,aiddata:92985|chapo:92985,direct_reference,no_cross_source_amount_selected_or_summed
PM-AD488778F54C97,GNQ,2020,Government of China donates anti-epidemic materials to the Government of Equatorial Guinea for the battle against COVID-19,2,2,aiddata|chapo,aiddata:92809|chapo:92809,direct_reference,no_cross_source_amount_selected_or_summed
PM-C57BCAB4858681,GNQ,2020,Chinese Government sends anti-epidemic medical expert team to Equatorial Guinea in response to COVID-19 epidemic,2,2,aiddata|chapo,aiddata:92773|chapo:92773,direct_reference,no_cross_source_amount_selected_or_summed
PM-C82784E7BF0F33,GNQ,2020,Chinese government donates second batch of anti-epidemic materials to the Equatorial Guinea in June 2020 (linked to Record ID#92785),2,2,aiddata|chapo,aiddata:92784|chapo:92784,direct_reference,no_cross_source_amount_selected_or_summed
PM-FAB653B68AF9B9,GNQ,2020,Chinese Government provides $2 million cash grant to support COVID-19 response activities,2,2,aiddata|chapo,aiddata:95536|chapo:95536,direct_reference,no_cross_source_amount_selected_or_summed
SRC-3D73CE3007CE4F,GNQ,2020,Government of China donates 34 SUVs to the Government of Equatorial Guinea in 2020,1,1,aiddata,aiddata:92935,source_record,no_cross_source_amount_selected_or_summed
SRC-A754F6D36003A4,GNQ,2020,China donates cultural and sports equipment to the China-Equatorial Guinea Friendship School,1,1,aiddata,aiddata:92810,source_record,no_cross_source_amount_selected_or_summed
PM-8E3ED86379AA41,GNQ,2021,Chinese People's Liberation Army donates COVID-19 vaccines to the Armed Forces of Equatorial Guinea in March 2021,2,2,aiddata|chapo,aiddata:92774|chapo:92774,direct_reference,no_cross_source_amount_selected_or_summed
PM-D192A0BD5330AA,GNQ,2021,"Chinese Government donates 100,000 Sinopharm Covid-19 vaccine doses worth $1.8 million in February 2021",2,2,aiddata|chapo,aiddata:92780|chapo:92780,direct_reference,no_cross_source_amount_selected_or_summed
PM-E530597756010B,GNQ,2021,"Chinese Government donates 200,000 Sinopharm Covid-19 vaccine doses worth $3.6 million in April 2021",2,2,aiddata|chapo,aiddata:95534|chapo:95534,direct_reference,no_cross_source_amount_selected_or_summed
SRC-2637AE1E394F64,GNQ,2021,Chinese medical teams donate medical supplies to the Equatorial Guinea Ministry of Health and Social Welfare after the Bata explosion in March 2021,1,1,aiddata,aiddata:92859,source_record,no_cross_source_amount_selected_or_summed
SRC-4FA18CBF669B05,GNQ,2021,Chinese Government provides CFA 15 million cash grant to support disaster response activities in Bata,1,1,aiddata,aiddata:95525,source_record,no_cross_source_amount_selected_or_summed
SRC-6761DBF20EC1F5,GNQ,2021,Chinese Government dispatches 31st medical team to Equatorial Guinea,1,1,aiddata,aiddata:101968,source_record,no_cross_source_amount_selected_or_summed
SRC-783FBB31730A58,GNQ,2021,Chinese People's Liberation Army provides humanitarian supplies to Equatorial Guinea in response to the Bata explosion accident in March 2021,1,1,aiddata,aiddata:92775,source_record,no_cross_source_amount_selected_or_summed
SRC-978224F358464E,GNQ,2021,China’s technical assistance project team provides living supplies to Equatorial Guinea’s Ministry of Agriculture for victims of the Bata explosion in March 2021,1,1,aiddata,aiddata:92906,source_record,no_cross_source_amount_selected_or_summed
SRC-B7FBE4E4F29877,GNQ,2021,CDB provides loan for Malabo Turbogas Plant Expansion Project (Linked to Record ID#62258),1,1,aiddata,aiddata:97774,source_record,no_cross_source_amount_selected_or_summed
SRC-C10D9C1C5A3067,GNQ,2021,Chinese Government provides FCFA 15 million grant to the Government of Equatorial Guinea to aid Bata explosion victims in March 2021,1,1,aiddata,aiddata:95332,source_record,no_cross_source_amount_selected_or_summed
SRC-D7A4FB9F3682C8,GNQ,2021,Chinese Government provides RMB 100 million grant for the benefit of the Equatorial Guinean people in September 2021,1,1,aiddata,aiddata:92934,source_record,no_cross_source_amount_selected_or_summed
SRC-E18302DA8722A4,GNQ,2021,Equatorial Guinea-China Chamber of Commerce and other Chinese entities provide cash donation to the Government of Equatorial Guinea for disaster relief in March 2021,1,1,aiddata,aiddata:92811,source_record,no_cross_source_amount_selected_or_summed
SRC-017583FAB5EB81,GNQ,2022,Chinese Embassy donates sports materials to Equatorial Guinea Olympic Committee in September 2022,1,1,aiddata,aiddata:100201,source_record,no_cross_source_amount_selected_or_summed
SRC-0AFB4C488A5E26,GNQ,2022,National Health Commission of China donates medical equipment to Ministry of Health and Social Welfare of Equatorial Guinea in July 2022,1,1,aiddata,aiddata:100206,source_record,no_cross_source_amount_selected_or_summed
SRC-35587DA6C2E0E4,GNQ,2022,China sends 32nd medical team to Equatorial Guinea in July 2022,1,1,aiddata,aiddata:100207,source_record,no_cross_source_amount_selected_or_summed
SRC-45E7740A40BD84,GNQ,2022,"PowerChina donates sports and cultural equipment and medicine to María Mbasogo Ngüi School in Riaba, Equatorial Guinea in January 2022",1,1,aiddata,aiddata:100208,source_record,no_cross_source_amount_selected_or_summed
SRC-79FC9A066B2FA6,GNQ,2022,"China's 31st medical team donates medical supplies to María Mbasogo Ngüi School in Riaba, Equatorial Guinea in January 2022",1,1,aiddata,aiddata:100205,source_record,no_cross_source_amount_selected_or_summed
SRC-7F216730219B9B,GNQ,2022,Chinese Embassy donates office equipment to National Chamber of Commerce of Equatorial Guinea,1,1,aiddata,aiddata:100200,source_record,no_cross_source_amount_selected_or_summed
SRC-886E085C9F73E2,GNQ,2022,"MOFCOM provides grant for Phase 2 of the 3.6MW Bicomo Hydroelectric Power Plant Maintenance Project (Linked to Record ID#62267, #72332)",1,1,aiddata,aiddata:101964,source_record,no_cross_source_amount_selected_or_summed
SRC-94415EBC25F633,GNQ,2022,China's 31st medical team donates medicine and epidemic prevention materials to Etom Asokene Village in 2022,1,1,aiddata,aiddata:100199,source_record,no_cross_source_amount_selected_or_summed
SRC-A26F9B1C0D5E54,GNQ,2022,China provides agricultural technical assistance on Niefang Pilot Farm in Equatorial Guinea in 2022,1,1,aiddata,aiddata:100198,source_record,no_cross_source_amount_selected_or_summed
SRC-BC96852C03D552,GNQ,2022,China donates medical drugs and equipment to Equatorial Guinea Ministry of Health and Social Welfare in April 2022,1,1,aiddata,aiddata:100195,source_record,no_cross_source_amount_selected_or_summed
SRC-D0F8CC890A5B43,GNQ,2022,Chinese Embassy donates school supplies to Equatorial Guinea Children's Aid Committee Multilingual School (CANIGE) in April 2022,1,1,aiddata,aiddata:100197,source_record,no_cross_source_amount_selected_or_summed
SRC-D953164F1F55B0,GNQ,2022,Chinese Government donates materials worth RMB 4 million to  Televisión de Guinea Ecuatorial (TVGE) for Phase 5 of Malabo Television Center Technical Assistance Project in 2022,1,1,aiddata,aiddata:100196,source_record,no_cross_source_amount_selected_or_summed
SRC-1305BF7B6D81F3,GNQ,2023,Chinese Government donates medical equipment to Malabo Regional Hospital in Equatorial Guinea,1,1,aiddata,aiddata:107092,source_record,no_cross_source_amount_selected_or_summed
SRC-2FA599F40ADBE6,GNQ,2023,Chinese Government provides Chinese Government Scholarships to 70 Equatorial Guinean students in 2023,1,1,aiddata,aiddata:106123,source_record,no_cross_source_amount_selected_or_summed
SRC-346ADD9C4B8290,GNQ,2023,Chinese Government dispatches 33rd medical team to Equatorial Guinea in 2023,1,1,aiddata,aiddata:106109,source_record,no_cross_source_amount_selected_or_summed
SRC-34B2065FF36FC9,GNQ,2023,Chinese government dispatches agricultural technical assistance team to Equatorial Guinea in 2023 (linked to Record ID #s #62447 and #95530),1,1,aiddata,aiddata:106115,source_record,no_cross_source_amount_selected_or_summed
SRC-4816516A370635,GNQ,2023,"Chinese Embassy in Equatorial Guinea donates medical, educational, and living supplies to orphans in 2023 (linked to Record ID#106122)",1,1,aiddata,aiddata:107702,source_record,no_cross_source_amount_selected_or_summed
SRC-74170E3439A680,GNQ,2023,The 32nd Chinese Medical Team to Equatorial Guinea provides free medical clinic for residents of Cogo (linked to Record ID#107727),1,1,aiddata,aiddata:106110,source_record,no_cross_source_amount_selected_or_summed
SRC-7EE53E94AC5632,GNQ,2023,China Road and Bridge Corporation donates daily necessities to residents of Cogo in Equatorial Guinea (linked to Record ID#106110),1,1,aiddata,aiddata:107727,source_record,no_cross_source_amount_selected_or_summed
SRC-E242CEFB85F9A4,GNQ,2023,The 32nd Chinese medical team in Equatorial Guinea provides free medical examinations to orphans in 2023 (linked to Record ID#107702),1,1,aiddata,aiddata:106122,source_record,no_cross_source_amount_selected_or_summed
PM-9387D5BFEA07BD,KEN,2001,Chinese Government provides RMB 50 million interest-free loan for Kipsigak-Serem-Shamakhokho Road Project (Linked to Record ID#58026 and #108),2,2,aiddata|cla,aiddata:58024|cla:KE.036,automatic_high_confidence,no_cross_source_amount_selected_or_summed
SRC-47BB499916641D,KEN,2001,Chinese Government cancels RMB 113 million of Government of Kenya's outstanding debt obligations,1,1,aiddata,aiddata:41976,source_record,no_cross_source_amount_selected_or_summed
SRC-58D487FEDAF00B,KEN,2001,China donates computers and TV sets to Kenya Times Media,1,1,aiddata,aiddata:836,source_record,no_cross_source_amount_selected_or_summed
SRC-5DC19E7B8A57BE,KEN,2001,Debt cancellation,1,1,cancel,cancel:C.KE.01,source_record,no_cross_source_amount_selected_or_summed
SRC-6BBD55F7DC1192,KEN,2001,China donates computers to Kenya Meteorological Department,1,1,aiddata,aiddata:18598,source_record,no_cross_source_amount_selected_or_summed
SRC-88A5A08FAE4136,KEN,2001,"All-China Women's Federation donates 30,000 USD worth of supplies to Development of Women Organization of Kenya",1,1,aiddata,aiddata:835,source_record,no_cross_source_amount_selected_or_summed
SRC-F9CBE8873E6543,KEN,2001,"Chinese Government donated $60,000 worth of satellite equipment to Kenya Broadcasting Corporation",1,1,aiddata,aiddata:69413,source_record,no_cross_source_amount_selected_or_summed
PM-711F1CFA9B3138,KEN,2002,Chinese Government provides RMB 50.2 million interest-free loan for Kipsigak-Serem-Shamakhokho Road Project (Linked to Record ID#58024 and #108),2,2,aiddata|cla,aiddata:58026|cla:KE.037,automatic_high_confidence,no_cross_source_amount_selected_or_summed
PM-B2BF50552B79AF,KEN,2002,China donates Anti-malaria Insecticide to Kenya,2,2,aiddata|chapo,aiddata:1033|chapo:1033,direct_reference,no_cross_source_amount_selected_or_summed
SRC-42015DFE6EA94B,KEN,2002,China Donates Agricultural Machinery to Kenya,1,1,aiddata,aiddata:1029,source_record,no_cross_source_amount_selected_or_summed
SRC-7DEF502683A9E6,KEN,2002,China Extends Grant to Ease Agriculture Agency,1,1,aiddata,aiddata:1011,source_record,no_cross_source_amount_selected_or_summed
PM-55FA58F8F4304D,KEN,2003,China Donates Anti-Malaria Drugs to Kenya,2,2,aiddata|chapo,aiddata:1025|chapo:1025,direct_reference,no_cross_source_amount_selected_or_summed
SRC-0E9B45B9BFDF50,KEN,2003,ZTE donates relief goods for Kenyan flood victims,1,1,aiddata,aiddata:25512,source_record,no_cross_source_amount_selected_or_summed
SRC-546CA1E0DDFAB9,KEN,2003,"China provides 300,000 USD worth of various training courses to Kenya",1,1,aiddata,aiddata:59698,source_record,no_cross_source_amount_selected_or_summed
SRC-5ED704CD57F70C,KEN,2003,CCTV donates 2 DVD machines to Kenya Broadcasting Corporation (KBC),1,1,aiddata,aiddata:1026,source_record,no_cross_source_amount_selected_or_summed
SRC-AB856F1EC299EB,KEN,2003,"Chinese Government donates 64,900 USD worth of agricultural equipment to Kenya",1,1,aiddata,aiddata:59551,source_record,no_cross_source_amount_selected_or_summed
SRC-BA81A455C47C56,KEN,2003,China Donates Medical Equipment and Contraceptives to Kenya,1,1,aiddata,aiddata:1032,source_record,no_cross_source_amount_selected_or_summed
SRC-1D2105856547CC,KEN,2004,"China donates office equipment to the Kenya Union of Journalists, Linked to Record ID#59689",1,1,aiddata,aiddata:1038,source_record,no_cross_source_amount_selected_or_summed
SRC-8E447E9EF8EF58,KEN,2004,China provides scholarships for Kenyan students to study in China,1,1,aiddata,aiddata:1225,source_record,no_cross_source_amount_selected_or_summed
SRC-A7480A65FF7192,KEN,2004,China grants $3.333 million for Maize Flour Processing Project in Bomet and Drought Affected Areas (Linked to Record ID#59678),1,1,aiddata,aiddata:59675,source_record,no_cross_source_amount_selected_or_summed
SRC-ACA2DB62CDDDA7,KEN,2004,China donates Chinese language books to Kenya,1,1,aiddata,aiddata:11667,source_record,no_cross_source_amount_selected_or_summed
SRC-EE216640995C53,KEN,2004,"China Donates Office Equipment for Kenyan national assembly, Linked to Record ID#59689",1,1,aiddata,aiddata:1039,source_record,no_cross_source_amount_selected_or_summed
SRC-1A56587C6B756E,KEN,2005,China establishes Radio Station to promote Chinese culture in Kenya,1,1,aiddata,aiddata:1046,source_record,no_cross_source_amount_selected_or_summed
SRC-B287E7B91C4E97,KEN,2005,ZTE donates donates communications equipment for Telkom Kenya,1,1,aiddata,aiddata:1044,source_record,no_cross_source_amount_selected_or_summed
SRC-B772D840E4479B,KEN,2005,Chinese Embassy donates 3 concierge cars to Kenya's Ministry of Foreign Affairs,1,1,aiddata,aiddata:60163,source_record,no_cross_source_amount_selected_or_summed
SRC-BB7EDBE0947B8C,KEN,2005,China provides Technical Training courses to Kenyan government officials,1,1,aiddata,aiddata:18464,source_record,no_cross_source_amount_selected_or_summed
SRC-EB504CF5968251,KEN,2005,Chinese Government donates 2.85 million CNY worth of tsunami relief materials to Kenya,1,1,aiddata,aiddata:59687,source_record,no_cross_source_amount_selected_or_summed
SRC-EB5E52C0BC0561,KEN,2005,"China opens Confucius Institute at the University of Nairobi, Linked to Record ID#59699",1,1,aiddata,aiddata:43986,source_record,no_cross_source_amount_selected_or_summed
SRC-FA1861E571E154,KEN,2005,China's Central Television donated TV equipment for Kenya Broadcasting Corporation,1,1,aiddata,aiddata:1045,source_record,no_cross_source_amount_selected_or_summed
